date,revenue_this_year,revenue_last_year,revenue_variance,revenue_pct_difference,orders_this_year,orders_last_year,orders_variance,orders_pct_difference,stock_value_jhb_this_year,stock_value_dbn_this_year,stock_value_cpt_this_year,stock_value_total_this_year,stock_value_jhb_last_year,stock_value_dbn_last_year,stock_value_cpt_last_year,stock_value_total_last_year
2026-09-21,0.00,144613.13,-144613.13,-100.0,0,151,-151,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6276998.010000001,2131230.6,2701592.75,11109821.360000001
2026-09-22,0.00,249833.49,-249833.49,-100.0,0,309,-309,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6188063.880000002,2121105.44,2676628.7,10985798.020000003
2026-09-23,0.00,204599.96,-204599.96,-100.0,0,233,-233,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6593357.990000001,2110308.1100000003,2742834.3899999997,11446500.490000002
2026-09-24,0.00,187926.45,-187926.45,-100.0,0,223,-223,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6714580.8500000015,2123799.0499999993,2818481.16,11656861.06
2026-09-25,0.00,439889.65,-439889.65,-100.0,0,445,-445,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6975896.420000002,2181055.0499999993,2738836.5800000005,11895788.05
2026-09-26,0.00,229704.66,-229704.66,-100.0,0,302,-302,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6898790.840000001,2177879.39,2756918.0800000005,11833588.31
2026-09-27,0.00,147375.50,-147375.50,-100.0,0,176,-176,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6834069.33,2158542.59,2735440.75,11728052.67
2026-09-28,0.00,182318.21,-182318.21,-100.0,0,209,-209,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6755731.510000002,2135246.62,2705515.7300000004,11596493.860000003
2026-09-29,0.00,297598.06,-297598.06,-100.0,0,393,-393,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6835123.379999999,2112060.81,2668425.6100000003,11615609.8
2026-09-30,0.00,301971.06,-301971.06,-100.0,0,408,-408,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7030557.300000001,2199409.04,2772717.7,12002684.04
2026-10-01,0.00,289206.05,-289206.05,-100.0,0,371,-371,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7126587.5200000005,2187421.6699999995,2731957.6400000006,12045966.83
2026-10-02,0.00,279143.32,-279143.32,-100.0,0,278,-278,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7169139.68,2207847.15,2775713.4099999997,12152700.24
2026-10-03,0.00,121060.65,-121060.65,-100.0,0,157,-157,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7323930.030000002,2206331.78,2670930.8000000003,12201192.610000003
2026-10-04,0.00,73648.11,-73648.11,-100.0,0,93,-93,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7288591.970000002,2204846.2100000004,2661739.4000000004,12155177.580000002
2026-10-05,0.00,237297.29,-237297.29,-100.0,0,196,-196,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7173857.330000002,2185189.24,2616925.33,11975971.900000002
2026-10-06,0.00,924853.39,-924853.39,-100.0,0,692,-692,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6886496.030000002,2077019.31,2550107.63,11513622.970000003
2026-10-07,0.00,401653.83,-401653.83,-100.0,0,400,-400,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7105006.83,1982744.47,2528386.8399999994,11616138.14
2026-10-08,0.00,399732.37,-399732.37,-100.0,0,445,-445,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7032581.630000001,1935261.6299999994,2601432.6200000006,11569275.88
2026-10-09,0.00,270096.47,-270096.47,-100.0,0,269,-269,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7328976.050000001,1982943.7899999996,2601386.2,11913306.04
2026-10-10,0.00,131609.67,-131609.67,-100.0,0,159,-159,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7362187.550000001,1982605.2600000002,2584701.5,11929494.31
2026-10-11,0.00,85895.40,-85895.40,-100.0,0,101,-101,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,7337537.88,1968698.32,2713807.52,12020043.719999999
2026-10-12,0.00,114085.93,-114085.93,-100.0,0,139,-139,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7282661.800000001,1949728.4599999997,2703575.2800000007,11935965.540000001
2026-10-13,0.00,331036.10,-331036.10,-100.0,0,413,-413,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7296426.960000001,1932161.14,2823431.2600000002,12052019.360000001
2026-10-14,0.00,347498.93,-347498.93,-100.0,0,412,-412,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7579265.23,2012715.0100000002,2773338.3600000003,12365318.600000001
2026-10-15,0.00,372442.21,-372442.21,-100.0,0,433,-433,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7469067.61,2002499.3299999994,2831755.6499999994,12303322.59
2026-10-16,0.00,262418.45,-262418.45,-100.0,0,303,-303,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7497525.609999998,2146464.5199999996,2820689.4300000006,12464679.559999999
2026-10-17,0.00,179534.96,-179534.96,-100.0,0,236,-236,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7571497.019999999,1502951.71,2802107.35,11876556.079999998
2026-10-18,0.00,88285.94,-88285.94,-100.0,0,115,-115,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7534114.930000001,1493487.41,2785143.68,11812746.02
2026-10-19,0.00,127439.89,-127439.89,-100.0,0,173,-173,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7481979.959999999,1481499.46,2758788.240000001,11722267.66
2026-10-20,0.00,245642.49,-245642.49,-100.0,0,317,-317,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7438689.049999999,1492835.14,2727428.2600000002,11658952.45
2026-10-21,0.00,260344.88,-260344.88,-100.0,0,299,-299,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7800883.899999999,1449207.03,2755589.8400000003,12005680.77
2026-10-22,0.00,248298.58,-248298.58,-100.0,0,276,-276,-100.0,7098772.750499997,1838486.4641666666,2255237.915166667,11192497.129833331,7854692.139999998,1458962.8200000003,2805853.970000001,12119508.929999998
2026-10-23,0.00,205475.05,-205475.05,-100.0,0,251,-251,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7816549.919999998,1544199.8900000001,2788379.3800000004,12149129.19
2026-10-24,0.00,305385.52,-305385.52,-100.0,0,358,-358,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7813368.350000001,1585250.5699999998,2733866.49,12132485.41
2026-10-25,0.00,140556.53,-140556.53,-100.0,0,182,-182,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7745931.800000001,1575090.1099999996,2711685.69,12032707.6
2026-10-26,0.00,208980.60,-208980.60,-100.0,0,229,-229,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7653889.980000001,1551828.4199999997,2679452.06,11885170.46
2026-10-27,0.00,345745.07,-345745.07,-100.0,0,421,-421,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7563581.039999999,1527058.7499999998,2647091.77,11737731.559999999
2026-10-28,0.00,394019.67,-394019.67,-100.0,0,493,-493,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7535898.1499999985,1482265.58,2618339.3500000006,11636503.079999998
2026-10-29,0.00,403907.58,-403907.58,-100.0,0,503,-503,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7506538.579999998,1469425.3900000001,2692801.66,11668765.629999999
2026-10-30,0.00,312534.37,-312534.37,-100.0,0,358,-358,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7442984.95,1511102.94,2664301.2700000005,11618389.16
2026-10-31,0.00,185106.77,-185106.77,-100.0,0,239,-239,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7516826.18,1506752.98,2681671.42,11705250.58
2026-11-01,0.00,94211.54,-94211.54,-100.0,0,120,-120,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7471215.309999999,1503038.47,2665316.1600000006,11639569.94
2026-11-02,0.00,122772.66,-122772.66,-100.0,0,152,-152,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7425581.149999999,1488235.97,2638702.0600000005,11552519.18
2026-11-03,0.00,243838.62,-243838.62,-100.0,0,326,-326,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7405008.949999999,1467291.91,2611471.230000001,11483772.09
2026-11-04,0.00,403967.53,-403967.53,-100.0,0,355,-355,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7393052.799999999,1430445.3799999997,2662083.66,11485581.839999998
2026-11-05,0.00,1093725.00,-1093725.00,-100.0,0,774,-774,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7079304.509999998,1365941.9799999997,2584840.3500000006,11030086.84
2026-11-06,0.00,356927.82,-356927.82,-100.0,0,331,-331,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7184093.819999999,1399849.39,2549277.06,11133220.27
2026-11-07,0.00,235417.91,-235417.91,-100.0,0,215,-215,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7209390.61,1393553.38,2590356.5100000002,11193300.5
2026-11-08,0.00,99010.43,-99010.43,-100.0,0,107,-107,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7160203.47,1383239.68,2579116.4400000004,11122559.59
2026-11-09,0.00,129633.45,-129633.45,-100.0,0,132,-132,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7096958.209999999,1366745.2799999998,2558635.9000000004,11022339.389999999
2026-11-10,0.00,272464.35,-272464.35,-100.0,0,303,-303,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7024617.75,1325856.67,2515175.0900000003,10865649.51
2026-11-11,0.00,271249.30,-271249.30,-100.0,0,311,-311,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7034717.9799999995,1313919.51,2512682.250000001,10861319.74
2026-11-12,0.00,274753.72,-274753.72,-100.0,0,292,-292,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7282711.14,1298974.8199999998,2558946.1100000003,11140632.07
2026-11-13,0.00,374998.69,-374998.69,-100.0,0,445,-445,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7243886.51,1488079.0999999999,2502632.8199999994,11234598.43
2026-11-14,0.00,178680.38,-178680.38,-100.0,0,229,-229,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7358406.029999998,1540059.4300000002,2463590.43,11362055.889999999
2026-11-15,0.00,134494.93,-134494.93,-100.0,0,163,-163,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7302353.630000001,1526942.4700000002,2445902.5599999996,11275198.66
2026-11-16,0.00,159053.69,-159053.69,-100.0,0,193,-193,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7238043.739999998,1508711.73,2410100.07,11156855.54
2026-11-17,0.00,330232.07,-330232.07,-100.0,0,428,-428,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7116814.799999999,1513341.87,2419154.3500000006,11049311.02
2026-11-18,0.00,249147.19,-249147.19,-100.0,0,327,-327,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7255121.6099999985,1490886.74,2435987.8200000003,11181996.169999998
2026-11-19,0.00,188713.42,-188713.42,-100.0,0,237,-237,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7371033.25,1478003.16,2482060.2400000007,11331096.65
2026-11-20,0.00,215301.79,-215301.79,-100.0,0,256,-256,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7697874.84,1546097.49,2450211.2600000002,11694183.59
2026-11-21,0.00,136841.30,-136841.30,-100.0,0,168,-168,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7697341.869999999,1546949.39,2515476.7100000004,11759767.97
2026-11-22,0.00,66758.93,-66758.93,-100.0,0,75,-75,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7643976.659999999,1540332.5,2509366.06,11693675.22
2026-11-23,0.00,127333.39,-127333.39,-100.0,0,144,-144,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7579458.709999999,1528118.15,2487924.5,11595501.36
2026-11-24,0.00,230524.06,-230524.06,-100.0,0,274,-274,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7534067.389999999,1775181.64,2442845.8099999996,11752094.84
2026-11-25,0.00,580842.15,-580842.15,-100.0,0,551,-551,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7380335.74,1700729.3900000001,2360337.84,11441402.97
2026-11-26,0.00,359146.24,-359146.24,-100.0,0,422,-422,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7496764.3900000015,1668385.3199999996,2322379.33,11487529.040000001
2026-11-27,0.00,274166.30,-274166.30,-100.0,0,328,-328,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7527954.370000002,1668838.5599999998,2358504.7700000005,11555297.700000003
2026-11-28,0.00,681350.25,-681350.25,-100.0,0,759,-759,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7262332.620000002,1684765.0999999996,2224661.6100000003,11171759.330000002
2026-11-29,0.00,187060.37,-187060.37,-100.0,0,236,-236,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7179055.390000002,1659701.54,2191062.01,11029818.940000003
2026-11-30,0.00,216383.27,-216383.27,-100.0,0,267,-267,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7125024.06,1637994.62,2147202.1400000006,10910220.82
2026-12-01,0.00,387458.73,-387458.73,-100.0,0,500,-500,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7026794.7299999995,1643531.3599999999,2210615.2800000003,10880941.370000001
2026-12-02,0.00,746533.57,-746533.57,-100.0,0,731,-731,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6730353.870000002,1572724.88,2179559.0300000007,10482637.780000003
2026-12-03,0.00,574734.06,-574734.06,-100.0,0,566,-566,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6708667.700000001,1522559.6600000001,2101611.63,10332838.990000002
2026-12-04,0.00,458401.27,-458401.27,-100.0,0,415,-415,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6572089.830000001,1568013.09,2151057.93,10291160.850000001
2026-12-05,0.00,298415.42,-298415.42,-100.0,0,291,-291,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6554270.270000002,1554621.6,2334893.9699999997,10443785.840000004
2026-12-06,0.00,153297.99,-153297.99,-100.0,0,161,-161,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6464226.4700000025,1533808.6600000001,2308154.05,10306189.180000003
2026-12-07,0.00,196136.47,-196136.47,-100.0,0,201,-201,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6416786.820000004,1507597.8,2274254.79,10198639.410000004
2026-12-08,0.00,458805.16,-458805.16,-100.0,0,489,-489,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6274393.560000002,1465694.5600000003,2270910.8400000003,10010998.960000003
2026-12-09,0.00,410727.15,-410727.15,-100.0,0,451,-451,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6742629.790000003,1424829.33,2198679.62,10366138.740000002
2026-12-10,0.00,366156.79,-366156.79,-100.0,0,430,-430,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6812448.8,1398374.4,2188994.42,10399817.62
2026-12-11,0.00,333415.17,-333415.17,-100.0,0,366,-366,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6987459.9300000025,1435079.34,2386791.43,10809330.700000003
2026-12-12,0.00,323818.15,-323818.15,-100.0,0,371,-371,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6964105.790000003,1579399.02,2291808.4100000006,10835313.220000003
2026-12-13,0.00,181732.99,-181732.99,-100.0,0,200,-200,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6873668.150000002,1562827.0999999996,2258032.89,10694528.140000002
2026-12-14,0.00,193237.48,-193237.48,-100.0,0,231,-231,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6781314.880000001,1545396.1199999999,2221609.34,10548320.34
2026-12-15,0.00,557789.43,-557789.43,-100.0,0,1237,-1237,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6559049.210000001,1526586.6200000003,2348561.3899999997,10434197.22
2026-12-16,0.00,326953.73,-326953.73,-100.0,0,639,-639,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6426170.5600000005,1498697.9900000005,2290108.23,10214976.780000001
2026-12-17,0.00,419211.80,-419211.80,-100.0,0,518,-518,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6740802.530000001,1472588.2000000002,2256490.2400000007,10469880.970000003
2026-12-18,0.00,328329.94,-328329.94,-100.0,0,408,-408,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,6718457.6899999995,1456094.6800000004,2231058.2600000002,10405610.63
2026-12-19,0.00,325584.24,-325584.24,-100.0,0,407,-407,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7065395.169999999,1533918.9200000002,2172867.74,10772181.83
2026-12-20,0.00,156965.02,-156965.02,-100.0,0,188,-188,-100.0,7098772.750499997,1838486.464166667,2255237.915166667,11192497.129833331,7323085.8999999985,1523880.51,2226265.4000000004,11073231.809999999
2026-12-21,0.00,145575.56,-145575.56,-100.0,0,185,-185,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7229100.73,1509304.4500000002,2204319.12,10942724.3
2026-12-22,0.00,243931.32,-243931.32,-100.0,0,327,-327,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7350482.48,1511663.7900000003,2187078.97,11049225.240000002
2026-12-23,0.00,154189.02,-154189.02,-100.0,0,205,-205,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7678518.539999998,1520753.2700000003,2185874.1100000003,11385145.919999998
2026-12-24,0.00,82280.96,-82280.96,-100.0,0,100,-100,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7677112.929999997,1523205.08,2320546.29,11520864.299999997
2026-12-25,0.00,28649.04,-28649.04,-100.0,0,37,-37,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7657808.8199999975,1522525.2400000002,2319895.29,11500229.349999998
2026-12-26,0.00,36055.83,-36055.83,-100.0,0,54,-54,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7630792.419999998,1518811.6400000001,2316985.9500000007,11466590.01
2026-12-27,0.00,59096.49,-59096.49,-100.0,0,87,-87,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7597018.099999999,1516509.0100000002,2310676.9000000004,11424204.01
2026-12-28,0.00,89510.61,-89510.61,-100.0,0,129,-129,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7542984.179999999,1511864.5800000003,2304311.4500000007,11359160.21
2026-12-29,0.00,148848.76,-148848.76,-100.0,0,226,-226,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7531574.959999998,1602834.38,2286738.5900000003,11421147.929999998
2026-12-30,0.00,107334.27,-107334.27,-100.0,0,149,-149,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7596853.6499999985,1606141.4499999997,2283084.3200000003,11486079.419999998
2026-12-31,0.00,68584.90,-68584.90,-100.0,0,90,-90,-100.0,7098772.750499996,1838486.464166667,2255237.915166667,11192497.12983333,7674123.229999998,1641675.05,2479349.82,11795148.099999998
